Plot,LA_SN,LA_NN,DTF_NN,DTF_SN,Plot_Yield_NN,Plot_Yield_SN
70,59.4865117623008,53.7942727810444,64.920559837102,61.7496410688657,330.487767668741,651.761919991771
71,50.5286287636435,40.6740282548321,70.504671881067,67.1684708453734,283.777356733125,455.872868837959
72,39.8320370038937,42.5625753331956,68.786483559847,66.7169016973311,272.534247823022,366.81400006655
73,39.9626570472451,29.1897102874056,63.4420411225996,63.1043485129927,290.220307241838,435.673772706989
75,63.0975863292021,61.1378634229311,62.2401301503122,59.0402261806119,306.936718636332,401.494813828305
76,52.402295293477,49.7587252215872,61.054636114357,55.8792421443157,334.824116360609,738.576646236846
77,47.8229102442155,51.1312399853683,65.779653997712,60.3949336247388,342.614518492114,759.264518628743
78,55.7215811009953,48.5826887134772,63.4420411225996,61.7496410688657,278.656653530306,436.386934909249
79,48.6761294046496,44.5955934748742,65.8458630671744,64.9106251051619,319.606251912793,464.272143077591
80,46.232419128113,50.3664225593825,63.7425188656714,60.8465027727811,309.404913607332,733.564265932484
81,50.2739569400451,50.7948155301393,62.540607893384,52.2666889599772,305.975084232047,642.332330873
82,43.0360698319843,46.7034809683887,62.343277355272,54.9564281409705,304.526763750887,464.343931746306
83,53.2782179371276,44.7834622708692,61.9396524072404,60.8465027727811,340.77634002679,551.892798260472
84,51.3681492171488,41.9766819191587,62.2401301503122,62.6527793649503,316.545049059151,679.654486124607
85,46.0385751677994,31.0792669762989,64.491012756797,56.7823804404003,300.589931568049,687.235136200482
86,43.452544805437,47.7706615223419,64.3434743518151,63.1902674012962,NA,NA
87,36.9965485139369,40.3135479940496,67.9492072686774,69.426316585585,319.053312130329,678.202375847699
88,33.986182835288,43.7094631477865,72.1558956716833,69.7773388095568,NA,NA
89,47.0699241119544,44.6008604434853,69.4515959840366,66.7169016973311,301.471429771977,847.009882921622
90,55.3220374389792,44.952117706601,73.081954362897,66.2653325492888,301.425382074794,488.923217142403
91,49.6118784519053,44.8599550653972,68.786483559847,63.1902674012962,330.662002594364,774.112037250673
92,44.4882573727735,34.4303440554505,73.3578066439707,67.1684708453734,314.501575950044,743.073095295951
93,56.4528138606783,53.0280102212459,65.2449075810307,63.1902674012962,358.720731307102,805.699051485186
94,50.0663603712273,50.7421458440283,58.3339194903781,57.4265799190682,317.522710703508,666.429034178471
95,53.0630790421959,46.3389600851484,71.2544624424677,69.426316585585,306.632201074975,498.749007484652
96,58.1265266050537,46.3569606974946,65.350106917407,62.6527793649503,325.408819586825,811.03481182984
97,47.3081136027717,55.1538385874063,65.8458630671744,59.9433644766965,331.254401341483,1036.10352018012
98,46.5923730996709,44.2359607204222,61.0382191780248,57.2339495884426,321.842051902756,774.954087078463
99,41.7068188025846,42.2784422763899,72.222860202287,69.8778857336273,312.890040180799,515.680006434602
